key,collapse_erosion_area,collapse_erosion_ratio
世田谷区|上祖師谷2丁目,20948.158293557695,0.0769710275148654
世田谷区|上祖師谷3丁目,15244.577756620389,0.09271149795591438
世田谷区|上祖師谷4丁目,14522.983348032305,0.06171741426827722
世田谷区|上祖師谷6丁目,21118.43913319266,0.1352059427509861
世田谷区|上野毛1丁目,205.6638654329723,0.0010032211722360975
世田谷区|上野毛2丁目,24810.03467697828,0.09815257938541301
世田谷区|上野毛3丁目,10868.409717274988,0.0684237819728779
世田谷区|中町1丁目,38444.86020437304,0.2323792578623981
世田谷区|中町2丁目,42381.47918643559,0.16422319502699556
世田谷区|中町3丁目,10363.745526092483,0.0531996844776608
世田谷区|中町4丁目,13043.923293979446,0.06539031053835334
世田谷区|中町5丁目,17502.858576134993,0.0919195857677023
世田谷区|喜多見3丁目,2201.1019487014237,0.012430576925070139
世田谷区|喜多見5丁目,18619.211659974386,0.08330405170488081
世田谷区|喜多見6丁目,11126.221661751228,0.080253030993665
世田谷区|喜多見7丁目,36241.92747265671,0.10855509186636587
世田谷区|喜多見8丁目,8830.928331960155,0.0543803568287107
世田谷区|喜多見9丁目,17949.775654224333,0.06143062170488095
世田谷区|大蔵3丁目,10045.738904024787,0.09767548722088638
世田谷区|大蔵4丁目,12250.95496970399,0.06085319568474879
世田谷区|大蔵5丁目,30693.22741945178,0.14019639098350328
世田谷区|大蔵6丁目,18327.578276434167,0.11586567765552412
世田谷区|奥沢1丁目,3777.8759223020234,0.012480342210089443
世田谷区|宇奈根1丁目,43300.4438282157,0.12783733491776222
世田谷区|宇奈根2丁目,11504.568349892583,0.03458077650173864
世田谷区|宇奈根3丁目,13586.84257536253,0.10359647441888206
世田谷区|尾山台1丁目,8610.761425761073,0.05853739538170727
世田谷区|尾山台2丁目,8420.807915625839,0.045375866110310706
世田谷区|岡本2丁目,22397.085870558705,0.0873182239387779
世田谷区|岡本3丁目,13898.548486191188,0.05820339962196969
世田谷区|成城1丁目,17111.457080263433,0.06699411068985837
世田谷区|成城2丁目,8975.232857630104,0.03398672633177657
世田谷区|成城3丁目,11135.743406724772,0.048517250241832545
世田谷区|成城4丁目,21678.13679107462,0.06712963604432713
世田谷区|成城6丁目,14854.320497412771,0.05017971609225115
世田谷区|成城7丁目,10993.801003502953,0.04748279381766478
世田谷区|成城9丁目,12131.297263109967,0.050035782430038755
世田谷区|瀬田1丁目,21888.77529784157,0.08429805897259919
世田谷区|瀬田2丁目,217.35502061262522,0.0010330558631448483
世田谷区|瀬田4丁目,15389.225247712791,0.052780232598017784
世田谷区|玉堤1丁目,6138.799727081455,0.012311057531096271
世田谷区|玉堤2丁目,23723.127743743404,0.15979936451216764
世田谷区|玉川1丁目,70999.03862608508,0.2395432138178813
世田谷区|玉川2丁目,16297.833111697646,0.09549167311489747
世田谷区|玉川3丁目,13117.700379859689,0.047028299469926274
世田谷区|玉川4丁目,10589.621258843968,0.05458054719932861
世田谷区|玉川台1丁目,6603.226068517175,0.05715076855235052
世田谷区|玉川台2丁目,37.69360203733163,0.00018539331001766695
世田谷区|用賀1丁目,15802.719429956642,0.06852263195210145
世田谷区|用賀2丁目,10512.417125792834,0.03520389144398556
世田谷区|用賀4丁目,220.06910451339536,0.0009524161906634016
世田谷区|砧7丁目,14805.122598548987,0.10038055041155612
世田谷区|砧8丁目,9083.77592997327,0.04539101543887258
世田谷区|祖師谷3丁目,15476.642077284147,0.05122363120638023
世田谷区|祖師谷4丁目,8993.56494141859,0.044213179807670575
世田谷区|祖師谷5丁目,11460.183385912464,0.05167201327672538
世田谷区|等々力1丁目,28046.777317286094,0.11562431214985207
世田谷区|等々力2丁目,19702.197533340863,0.08259791522098721
世田谷区|等々力3丁目,1018.319123945269,0.0050967352290920195
世田谷区|給田1丁目,16875.139521828707,0.09300758922484209
世田谷区|給田2丁目,16248.744694072846,0.13583692463049507
世田谷区|給田3丁目,10883.045164115421,0.051518453269504855
世田谷区|野毛1丁目,34911.748313164986,0.16033426974331008
世田谷区|野毛2丁目,66078.6098598329,0.21068903550381024
世田谷区|野毛3丁目,18830.222571584334,0.1077079125473783
世田谷区|鎌田1丁目,35998.71498391749,0.0913851806807311
世田谷区|鎌田2丁目,16336.594425894806,0.06873349794072992
世田谷区|鎌田3丁目,39486.714076925346,0.1818406799235201
世田谷区|鎌田4丁目,28075.920736271335,0.1838776425930078
中央区|佃1丁目,11031.887581056804,0.13072146136932725
中央区|勝どき1丁目,5880.836521032234,0.0720778263921822
中央区|勝どき3丁目,4195.0858205643235,0.05039614610433721
中央区|勝どき5丁目,1733.7653961884982,0.015709716761563606
中央区|新川1丁目,3558.0557300690225,0.01732024407560146
中央区|新川2丁目,2888.487663675055,0.016752494789894965
中央区|日本橋中洲,11228.78122807283,0.11893201512420319
中央区|日本橋浜町1丁目,3529.311472459232,0.06797615969509324
中央区|日本橋浜町2丁目,10907.909010453837,0.05145276121116381
中央区|日本橋浜町3丁目,5467.875520071767,0.04300617563407362
中央区|日本橋箱崎町,4293.322567378639,0.017279683692730096
中央区|日本橋馬喰町2丁目,10746.906945714012,0.23632807764576114
中央区|明石町,8788.556783203294,0.05131909718691564
中央区|月島1丁目,3951.2514173960462,0.039885760577650885
中央区|月島3丁目,9797.524671115121,0.08216702207743463
中央区|東日本橋1丁目,5427.637813239961,0.0826036154751153
中央区|東日本橋2丁目,15805.118707802074,0.14672988690559008
中央区|湊2丁目,3189.6259721346873,0.07852270660627965
中央区|湊3丁目,3585.8590125887886,0.07194213742185522
中央区|築地5丁目,7303.215566673012,0.021973812485898768
中央区|築地6丁目,6120.365331595129,0.05444333815286274
中央区|築地7丁目,2186.8341689645854,0.02856825791417107
中野区|上高田4丁目,26193.589302097716,0.13671873403061519
中野区|上高田5丁目,37661.59600877563,0.17358060241561127
中野区|中央1丁目,22077.31512303813,0.09492163734432314
中野区|南台3丁目,4285.384916598842,0.020411900373689413
中野区|南台5丁目,23952.050292482843,0.1327670296431022
中野区|大和町2丁目,18437.300491489066,0.12618851484400623
中野区|大和町4丁目,20477.394427541894,0.09963553612136077
中野区|弥生町1丁目,16274.451051345979,0.07339127876526405
中野区|弥生町2丁目,19436.002510286362,0.10875243143288281
中野区|弥生町5丁目,25294.011517476338,0.0966208421693803
中野区|弥生町6丁目,17719.28757069078,0.20040875493967703
中野区|新井3丁目,14958.490365081816,0.0637772210450075
中野区|新井4丁目,17340.443969837746,0.13946542591599992
中野区|本町1丁目,16785.52576556284,0.12515650959851285
中野区|本町2丁目,9496.462142474906,0.04349374247125435
中野区|本町3丁目,8284.972465340026,0.04566902750791669
中野区|本町5丁目,18117.270371007962,0.11284401734885866
中野区|東中野1丁目,32666.138697327577,0.13510073152799731
中野区|東中野5丁目,52392.24770893986,0.29864083516758133
中野区|松が丘1丁目,29981.871276896385,0.14261916640110167
中野区|松が丘2丁目,67009.31991977236,0.4237904148581056
中野区|江古田1丁目,6735.647326092506,0.034188711277156204
中野区|江古田2丁目,111.09643972223131,0.0008828525015542932
中野区|沼袋1丁目,29658.10643313458,0.16813423224670754
中野区|沼袋2丁目,14913.909708096968,0.0840448394998114
中野区|沼袋3丁目,19740.974283417574,0.12372088446173882
中野区|白鷺1丁目,26481.98334511998,0.11961155807274146
中野区|白鷺2丁目,20195.43452998521,0.0939771603088635
中野区|白鷺3丁目,20149.98030121507,0.11021141141213099
中野区|若宮1丁目,9069.974761634903,0.048532416659001994
中野区|若宮2丁目,29306.333765105577,0.13655851018163562
中野区|若宮3丁目,15183.086803116865,0.05689770369426817
中野区|野方2丁目,16523.2704205502,0.07944564517276471
中野区|野方3丁目,16037.41094657256,0.13047151306831883
中野区|野方5丁目,9916.785767201363,0.08854887322950489
中野区|鷺宮3丁目,1410.6205248625881,0.007539962358460408
中野区|鷺宮4丁目,859.5313920292816,0.0043912097434847
北区|堀船1丁目,19028.104244049817,0.13556666529442785
北区|堀船2丁目,25670.366612368165,0.12377562691604231
北区|堀船3丁目,26424.0494446672,0.13183349869606747
北区|堀船4丁目,11041.109121570233,0.0838086342091309
北区|岩淵町,2966.2450877139026,0.012831657102154542
北区|志茂3丁目,17763.414619909847,0.0676779696409012
北区|志茂4丁目,10021.640216492076,0.05003287636912685
北区|志茂5丁目,12392.089063897765,0.01881378156055348
北区|浮間1丁目,9428.417988822486,0.04426999822972662
北区|浮間2丁目,1688.779866781357,0.0012410299131674514
北区|浮間3丁目,17972.47855538163,0.04799950573276652
北区|浮間4丁目,5799.069837983196,0.015515858175077939
北区|浮間5丁目,17313.119022401686,0.06001036418906002
北区|滝野川2丁目,21960.873702221557,0.10241189446816472
北区|滝野川3丁目,14054.536020599067,0.05759780744768398
北区|滝野川4丁目,35961.91240948375,0.3590186126903326
北区|滝野川5丁目,17187.99670001757,0.08893677820338247
北区|王子1丁目,61614.625375683325,0.20654402187214727
北区|王子本町1丁目,22926.807625819285,0.17502008569534253
北区|神谷1丁目,1898.9573629062736,0.010862578381911634
北区|神谷3丁目,5832.355221337396,0.015996604824210826
北区|豊島2丁目,19845.972868627672,0.1551377132352134
北区|豊島3丁目,1878.4902033792293,0.012622947607943868
北区|豊島4丁目,14497.909123364527,0.09028147318927662
北区|豊島6丁目,3387.955903347853,0.03470976118193431
北区|豊島7丁目,8537.995441511064,0.046684223327222406
北区|豊島8丁目,5212.706021848011,0.025011876104493614
北区|赤羽3丁目,943.2444203414029,0.0057772534585838935
北区|赤羽北1丁目,10732.024882114183,0.06495765798944553
北区|赤羽北2丁目,15101.503719123459,0.05096480352563463
千代田区|外神田1丁目,15389.615027615933,0.19362148065741813
千代田区|外神田2丁目,9174.005353107552,0.11244719121190645
千代田区|岩本町3丁目,10538.500535620115,0.15064949628726254
千代田区|東神田2丁目,15489.934400327671,0.28620439464076963
千代田区|東神田3丁目,9776.962370392233,0.353437052268446
千代田区|神田三崎町1丁目,5882.259472041672,0.21383411766783514
千代田区|神田三崎町2丁目,11955.411131506338,0.1394232093814308
千代田区|神田三崎町3丁目,3938.017243729091,0.07260240406505147
千代田区|神田佐久間河岸,7356.581152871679,0.48519295786471606
千代田区|神田佐久間町1丁目,9563.122113043564,0.28411348116515533
千代田区|神田佐久間町2丁目,2711.0128805653367,0.14911903728507778
千代田区|神田佐久間町3丁目,4398.020827244863,0.1128937854119679
千代田区|神田佐久間町4丁目,2815.496119298128,0.22896418992947426
千代田区|神田岩本町,2241.067504817725,0.1500061730413013
千代田区|神田淡路町2丁目,6249.196448220867,0.10838111387988249
千代田区|神田猿楽町2丁目,59.84819200082549,0.001455210311133746
千代田区|神田須田町1丁目,9180.473229626912,0.09604742070772453
千代田区|神田須田町2丁目,14301.479677325293,0.20161250940526582
千代田区|神田駿河台2丁目,31985.17357002663,0.2523121731754059
千代田区|神田駿河台4丁目,9780.542678706099,0.17377909771296451
千代田区|飯田橋3丁目,20842.06886002838,0.1702724807546112
千代田区|飯田橋4丁目,1235.7523530083095,0.025591692862511364
台東区|今戸1丁目,10442.512395452297,0.05838122063198067
台東区|今戸2丁目,7261.062097632476,0.043434480909758884
台東区|柳橋1丁目,17291.264473559415,0.169016710599624
台東区|柳橋2丁目,6469.048391450144,0.0804370416074099
台東区|橋場1丁目,7915.697737827084,0.052550517109137114
台東区|橋場2丁目,6283.710631285457,0.05671112559884561
台東区|浅草7丁目,9181.489888232289,0.10178756483892358
